name,rating,review_count,price_range,category,address,hours,phone,website,services,price_per_person,url,lat,lng
Next Door CBD Restaurant & Bar,4.5,505,,Italian restaurant,"
60-62 Clarence St, Sydney NSW 2000, Australia",Hours,"
+61 400 707 067",http://www.nextdoorcbd.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Next+Door+CBD+Restaurant+%26+Bar/data=!4m7!3m6!1s0x6b12ae40b8ea434d:0x68605f0dcd83ecba!8m2!3d-33.8663957!4d151.2052111!16s%2Fg%2F11c45nhcq5!19sChIJTUPquECuEmsRuuyDzQ1fYGg?authuser=0&hl=en&rclk=1,-33.8663957,151.2052111
Hustle on George,4.7,146,,Cafe,"
Ground Floor/403 George St, Sydney NSW 2000, Australia",Hours,"
+61 406 565 972",https://www.hustleongeorge.com.au/,"·

Dine-in, ·

Curbside pickup",A$1–20 per person,https://www.google.com/maps/place/Hustle+on+George/data=!4m7!3m6!1s0x6b12afa540fcc473:0x7bc01e34f94d8ce4!8m2!3d-33.8701068!4d151.2066959!16s%2Fg%2F11qn0qzy1x!19sChIJc8T8QKWvEmsR5IxN-TQewHs?authuser=0&hl=en&rclk=1,-33.8701068,151.2066959
Jacksons on George,3.9,416,Moderately priced,Pub,"
176 George St, Sydney NSW 2000, Australia", | Open · Closes 2 AM |  | See more hours |  | ,"
+61 2 8027 9997",https://jacksonsongeorge.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Jacksons+on+George/data=!4m7!3m6!1s0x6b12ae4248a6f14f:0xe495cd4d7d8f35ca!8m2!3d-33.8618079!4d151.2081226!16s%2Fg%2F1td00mzs!19sChIJT_GmSEKuEmsRyjWPfU3NleQ?authuser=0&hl=en&rclk=1,-33.8618079,151.2081226
The Royal George,4.1,"1,259",,Pub,"
320 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9114 7308",https://merivale.com/venues/theroyalgeorge?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_theroyalgeorge&utm_content=website,"·

Dine-in, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/The+Royal+George/data=!4m7!3m6!1s0x6b12ae40f80fc79d:0x37a307b5955f6b0f!8m2!3d-33.8661952!4d151.2073811!16s%2Fg%2F1vgw8sd2!19sChIJnccP-ECuEmsRD2tflbUHozc?authuser=0&hl=en&rclk=1,-33.8661952,151.2073811
Great Southern Bar,4.4,764,,Bar,"
717 George St, Haymarket NSW 2000, Australia",Hours,"
+61 2 9211 1337",http://www.greatsouthernbar.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Great+Southern+Bar/data=!4m7!3m6!1s0x6b12ae2387d2ce8d:0xe16c1da357491c71!8m2!3d-33.8809271!4d151.2045715!16s%2Fg%2F11c61j8b7m!19sChIJjc7ShyOuEmsRcRxJV6MdbOE?authuser=0&hl=en&rclk=1,-33.8809271,151.2045715
Oiden Bowl Bar,4.4,"1,133",,Japanese restaurant,"
12/537-551 George St, Sydney NSW 2000, Australia", | Open · Closes 9 PM |  | See more hours |  | ,"
+61 2 9267 1368",http://www.oiden.com.au/,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/Oiden+Bowl+Bar/data=!4m7!3m6!1s0x6b12ae3c8b4b1e87:0xe0e085c399c5d9ec!8m2!3d-33.8757302!4d151.2059357!16s%2Fg%2F1vwlp8ps!19sChIJhx5LizyuEmsR7NnFmcOF4OA?authuser=0&hl=en&rclk=1,-33.8757302,151.2059357
Lucky Boy The Galeries,4.2,146,,Asian restaurant,"
500 George St, Sydney NSW 2000, Australia",Hours,"
+61 416 160 866",http://luckyboys.com.au/,"·

Dine-in, ·

Takeout",A$1–20 per person,https://www.google.com/maps/place/Lucky+Boy+The+Galeries/data=!4m7!3m6!1s0x6b12afe4c862774b:0x1a85332a491faec0!8m2!3d-33.8725128!4d151.2074614!16s%2Fg%2F11jz6c3zwh!19sChIJS3diyOSvEmsRwK4fSSozhRo?authuser=0&hl=en&rclk=1,-33.8725128,151.2074614
Izakaya Yebisu,4.1,506,,Japanese restaurant,"
501 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9261 1552",http://www.izakayayebisu.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Izakaya+Yebisu/data=!4m7!3m6!1s0x6b12afec5efc7905:0x2f8fc64519e3971!8m2!3d-33.8746213!4d151.2061441!16s%2Fg%2F11rhy0fg5y!19sChIJBXn8XuyvEmsRcTmeUWT8-AI?authuser=0&hl=en&rclk=1,-33.8746213,151.2061441
Kuro Bar & Dining,4.6,917,,Japanese restaurant,"
368 Kent St, Sydney NSW 2000, Australia", | Closed · Opens 12 PM Tue |  | Updated by this business 8 weeks ago |  | See more hours |  | ,"
+61 2 9262 1580",https://www.kurosydney.com/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Kuro+Bar+%26+Dining/data=!4m7!3m6!1s0x6b12af2db251df7b:0x345977704d9a446!8m2!3d-33.870377!4d151.2049956!16s%2Fg%2F11fm6g2t0v!19sChIJe99Rsi2vEmsRRqTZBHeXRQM?authuser=0&hl=en&rclk=1,-33.870377,151.2049956
Albion Place Hotel,4.0,"1,096",,Pub,"
531 George St, Sydney NSW 2000, Australia", | Open · Closes 4 AM |  | See more hours |  | ,"
+61 2 9993 0760",https://albionplacehotel.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Albion+Place+Hotel/data=!4m7!3m6!1s0x6b12ae3cf620d05f:0xd5b6c13ddfcac95d!8m2!3d-33.8756466!4d151.2061689!16zL20vMGc5Ymw1!19sChIJX9Ag9jyuEmsRXcnK3z3BttU?authuser=0&hl=en&rclk=1,-33.8756466,151.2061689
The Rook,4.4,"1,876",Moderately priced,Restaurant,"
level 7/56-58 York St, Sydney NSW 2000, Australia",Hours,"
+61 2 8322 2008",https://www.therook.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_657992725252153445,"·

Dine-in, ·

Delivery",,https://www.google.com/maps/place/The+Rook/data=!4m7!3m6!1s0x6b12ae3f10c8ecb3:0x444d159518f674b0!8m2!3d-33.86973!4d151.2063502!16s%2Fg%2F1232msqy1!19sChIJs-zIED-uEmsRsHT2GJUVTUQ?authuser=0&hl=en&rclk=1,-33.86973,151.2063502
Mode Kitchen & Bar,4.4,423,Moderately priced,Restaurant,"
Ground Floor, 199 George St, The Rocks NSW 2000, Australia",Hours,"
+61 2 9250 3160",https://modekitchenandbar.com.au/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-syd-fab-mid-seo-na&utm_content=na-na&utm_term=na,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Mode+Kitchen+%26+Bar/data=!4m7!3m6!1s0x6b12ae424bfa6a2f:0x756299f5b13439c7!8m2!3d-33.8615018!4d151.2077!16s%2Fg%2F11g8v1kbly!19sChIJL2r6S0KuEmsRxzk0sfWZYnU?authuser=0&hl=en&rclk=1,-33.8615018,151.2077
Menya City Japanese Noodle Bar,4.4,"1,248",,Japanese restaurant,"
2/1 Market St, Sydney NSW 2000, Australia",Hours,"
+61 2 9267 4649",http://menya.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Menya+City+Japanese+Noodle+Bar/data=!4m7!3m6!1s0x6b12ae3ecc16cd7b:0x354eb1b6c7a12d51!8m2!3d-33.8710146!4d151.2046355!16s%2Fg%2F1hc4q13d3!19sChIJe80WzD6uEmsRUS2hx7axTjU?authuser=0&hl=en&rclk=1,-33.8710146,151.2046355
Lantern Restaurant By Wagaya,4.1,"1,031",Moderately priced,Authentic Japanese restaurant,"
Level 2/591 George St, Sydney NSW 2000, Australia",Hours,"
+61 483 141 151",http://www.lantern-wagaya.com/,"·

Dine-in",,https://www.google.com/maps/place/Lantern+Restaurant+By+Wagaya/data=!4m7!3m6!1s0x6b12ae3cbafed063:0xeb41069ceeec133d!8m2!3d-33.8772177!4d151.2054274!16s%2Fg%2F113j2w70h!19sChIJY9D-ujyuEmsRPRPs7pwGQes?authuser=0&hl=en&rclk=1,-33.8772177,151.2054274
TAO Chinese Restaurant Sydney CBD,4.2,590,,Chinese restaurant,"
176 Clarence St, Sydney NSW 2000, Australia",Hours,"
+61 402 518 698",https://www.taogroup.com.au/en/tao,"·

Dine-in, ·

Curbside pickup, ·

Delivery",A$40–60 per person,https://www.google.com/maps/place/TAO+Chinese+Restaurant+Sydney+CBD/data=!4m7!3m6!1s0x6b12afe8c10da275:0x69cbcc79a7ced52c!8m2!3d-33.8703142!4d151.2055947!16s%2Fg%2F11lt14rthc!19sChIJdaINweivEmsRLNXOp3nMy2k?authuser=0&hl=en&rclk=1,-33.8703142,151.2055947
De Vine Food & Wine,4.5,813,,Restaurant,"
32 Market St, Sydney NSW 2000, Australia",Hours,"
+61 2 9262 6906",http://www.devinefoodandwine.com.au/,"·

Dine-in, ·

Curbside pickup, ·

Delivery",,https://www.google.com/maps/place/De+Vine+Food+%26+Wine/data=!4m7!3m6!1s0x6b12ae3edbb29ed7:0x7bcd432a3e717202!8m2!3d-33.870778!4d151.2053429!16s%2Fg%2F1tfpvdwh!19sChIJ156y2z6uEmsRAnJxPipDzXs?authuser=0&hl=en&rclk=1,-33.870778,151.2053429
Yebisu Yakitori,3.7,720,,Izakaya restaurant,"
7-10/501 George St, Sydney NSW 2000, Australia",Hours,,http://yakitoriyebisu.com.au/,"·

Dine-in, ·

Takeout",A$40–60 per person,https://www.google.com/maps/place/Yebisu+Yakitori/data=!4m7!3m6!1s0x6b12ae3c4630a863:0x1d2f34039f60e957!8m2!3d-33.874697!4d151.206198!16s%2Fg%2F12hnbx73y!19sChIJY6gwRjyuEmsRV-lgnwM0Lx0?authuser=0&hl=en&rclk=1,-33.874697,151.206198
KFC George Street Sydney,3.5,"3,874",,Fried chicken takeaway,"
485 George Street Cnr, Bathurst St, Sydney NSW 2000, Australia", | Open · Closes 2 AM |  | Updated by this business 8 weeks ago |  | See more hours |  | ,"
+61 2 7904 8009",https://www.kfc.com.au/restaurants/kfc-george-street-sydney/2000?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K1301,"·

Dine-in, ·

Takeout, ·

Delivery",A$1–20 per person,https://www.google.com/maps/place/KFC+George+Street+Sydney/data=!4m7!3m6!1s0x6b12ae3c36f8f875:0x453726e84cee7fff!8m2!3d-33.8745397!4d151.2065255!16s%2Fg%2F1tgcy6dv!19sChIJdfj4NjyuEmsR_3_uTOgmN0U?authuser=0&hl=en&rclk=1,-33.8745397,151.2065255
Morena,4.5,495,,Restaurant,"
Sydney GPO, 1 Martin Pl, Sydney NSW 2000, Australia", | Closed · Opens 7 AM Mon |  | See more hours |  | ,"
+61 2 6305 6820",https://www.morenarestaurant.com.au/,"·

Dine-in, ·

Delivery",,https://www.google.com/maps/place/Morena/data=!4m7!3m6!1s0x6b12af3ef8bd00e9:0x3860522ae18b6476!8m2!3d-33.8675318!4d151.2073445!16s%2Fg%2F11ldhs2q0c!19sChIJ6QC9-D6vEmsRdmSL4SpSYDg?authuser=0&hl=en&rclk=1,-33.8675318,151.2073445
Jimmy’s Falafel,3.8,"3,117",,Middle Eastern restaurant,"
330D George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9114 7381",https://merivale.com/venues/jimmys-falafel/?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_jimmysfalafel&utm_content=website,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Jimmy%E2%80%99s+Falafel/data=!4m7!3m6!1s0x6b12afcfae96724d:0x6a6da349194e1760!8m2!3d-33.8667064!4d151.2073224!16s%2Fg%2F11j0ygncqh!19sChIJTXKWrs-vEmsRYBdOGUmjbWo?authuser=0&hl=en&rclk=1,-33.8667064,151.2073224
Bomonti Cafe & Restaurant,4.5,515,,Cafe,"
44 Market St, Sydney NSW 2000, Australia",Hours,"
+61 419 832 949",https://social.quandoo.com/en/groups/bomonti-cafe-restaurant,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Bomonti+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x6b12afb91d8ad629:0xb5e5b453ff6adc49!8m2!3d-33.870387!4d151.2060067!16s%2Fg%2F11h_8k6x4v!19sChIJKdaKHbmvEmsRSdxq_1O05bU?authuser=0&hl=en&rclk=1,-33.870387,151.2060067
Solander Dining and Bar,4.3,204,,Restaurant,"
65 Sussex St, Sydney NSW 2000, Australia", | Closed · Opens 6:30 AM Mon |  | See more hours |  | ,"
+61 2 8297 6500",https://www.solanderdiningandbar.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$40–60 per person,https://www.google.com/maps/place/Solander+Dining+and+Bar/data=!4m7!3m6!1s0x6b12ae475eb5a311:0xc2f0975882d22753!8m2!3d-33.8675663!4d151.2033549!16s%2Fg%2F11f3mbgz5s!19sChIJEaO1XkeuEmsRUyfSgliX8MI?authuser=0&hl=en&rclk=1,-33.8675663,151.2033549
Samosorn Thai Sydney,4.4,207,,Asian restaurant,"
Central Plaza Food Court 5050 Pitt St, Myer, 436 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9145 6961",https://www.instagram.com/samosornthai_sydney/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Samosorn+Thai+Sydney/data=!4m7!3m6!1s0x6b12afa007a1fda9:0x1b3bddd064a59f9!8m2!3d-33.870449!4d151.2080006!16s%2Fg%2F11khgdcygq!19sChIJqf2hB6CvEmsR-VlKBt29swE?authuser=0&hl=en&rclk=1,-33.870449,151.2080006
Square Restaurant,,,,Restaurant,"
770 George St, Sydney NSW 2000, Australia",,"
+44 7570 422428",,"·

Dine-in, ·

Takeout",,https://www.google.com/maps/place/Square+Restaurant/data=!4m7!3m6!1s0x6b12afd41cc952f7:0xa3f6be5767afa484!8m2!3d-33.8807042!4d151.2052405!16s%2Fg%2F11t7tqb7r8!19sChIJ91LJHNSvEmsRhKSvZ1e-9qM?authuser=0&hl=en&rclk=1,-33.8807042,151.2052405
Social Butterfly Tea & Dessert,4.8,366,,Cafe,"
Level 1/387 George St, Sydney NSW 2000, Australia",Hours,"
+61 492 969 719",http://www.socialbutterflytea.com/,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/Social+Butterfly+Tea+%26+Dessert/data=!4m7!3m6!1s0x6b12afc4e86d2239:0xd9cafd3979558bf8!8m2!3d-33.8695419!4d151.2066907!16s%2Fg%2F11yqb4vj1n!19sChIJOSJt6MSvEmsR-ItVeTn9ytk?authuser=0&hl=en&rclk=1,-33.8695419,151.2066907
Binge Kitchen - Cafe in Sydney,4.4,254,,Restaurant,"
4/31 Market St, Sydney NSW 2000, Australia",Hours,"
+61 2 9283 2423",https://bingekitchen.com.au/,"·

Dine-in, ·

Curbside pickup, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/Binge+Kitchen+-+Cafe+in+Sydney/data=!4m7!3m6!1s0x6b12afed985dab35:0xc7b6cbce013b78d8!8m2!3d-33.8711841!4d151.2061132!16s%2Fg%2F11rn84frqp!19sChIJNatdmO2vEmsR2Hg7Ac7Ltsc?authuser=0&hl=en&rclk=1,-33.8711841,151.2061132
Parlour,4.2,615,Moderately priced,French restaurant,"
49 Market St, Sydney NSW 2000, Australia", | Open · Closes 9 PM |  | See more hours |  | ,"
+61 2 8262 0000",https://www.qthotels.com/sydney-cbd/eat-drink/parlour,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Parlour/data=!4m7!3m6!1s0x6b12ae3e557a6ec9:0xd5d6f17ecccfb353!8m2!3d-33.8708352!4d151.2074396!16s%2Fg%2F12qg3ck9w!19sChIJyW56VT6uEmsRU7PPzH7x1tU?authuser=0&hl=en&rclk=1,-33.8708352,151.2074396
The Walrus Sydney CBD,4.4,"1,013",,Cafe,"
Shop 1/276 Pitt St, Sydney NSW 2000, Australia",Hours,"
+61 2 9267 7664",,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/The+Walrus+Sydney+CBD/data=!4m7!3m6!1s0x6b12ae3ddbec6c49:0x334eaef0e4da7d6a!8m2!3d-33.8739366!4d151.2081992!16s%2Fg%2F11g6pw5116!19sChIJSWzs2z2uEmsRan3a5PCuTjM?authuser=0&hl=en&rclk=1,-33.8739366,151.2081992
Sherwal,4.1,371,,Mediterranean restaurant,"
Queen Victoria Building, Shop 44; Level 1, 455 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9283 2807",http://www.sherwal.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Sherwal/data=!4m7!3m6!1s0x6b12af33a0954ab3:0x42ad6f849657da17!8m2!3d-33.8721139!4d151.206738!16s%2Fg%2F11t1877dlc!19sChIJs0qVoDOvEmsRF9pXloRvrUI?authuser=0&hl=en&rclk=1,-33.8721139,151.206738
Yakiniku Yokocho,4.1,698,,Yakiniku restaurant,"
Shop 9.08, Level 9/501 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9261 3131",https://yakinikuyokocho.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$40–60 per person,https://www.google.com/maps/place/Yakiniku+Yokocho/data=!4m7!3m6!1s0x6b12af6d62602a25:0xab5b7c9c270e8b22!8m2!3d-33.8746599!4d151.2061342!16s%2Fg%2F11f6np270m!19sChIJJSpgYm2vEmsRIosOJ5x8W6s?authuser=0&hl=en&rclk=1,-33.8746599,151.2061342
Yama,4.4,521,,Japanese restaurant,"
Shop 2- 4 Level 2 QVB, Shop 2 - 4/455 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9269 0080",http://www.yama.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Yama/data=!4m7!3m6!1s0x6b12ae3c36fc2c21:0xf322f6eeeeb1429c!8m2!3d-33.8710921!4d151.2067706!16s%2Fg%2F1tg_x7hb!19sChIJISz8NjyuEmsRnEKx7u72IvM?authuser=0&hl=en&rclk=1,-33.8710921,151.2067706
Sushi & Grill @ York Street,4.5,736,,Japanese restaurant,"
119 York St, Sydney NSW 2000, Australia",Hours,"
+61 2 9264 7888",http://sushiandgrill.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Sushi+%26+Grill+@+York+Street/data=!4m7!3m6!1s0x6b12ae3eebf09de3:0x9ab22346d9a06e12!8m2!3d-33.8714661!4d151.2062311!16s%2Fg%2F1hf3tdq1m!19sChIJ453w6z6uEmsREm6g2UYjspo?authuser=0&hl=en&rclk=1,-33.8714661,151.2062311
Dymocks Cafe,4.2,501,,Cafe,"
Mezzanine Level, 428 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9233 7260",http://dymockscafe.com.au/,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Dymocks+Cafe/data=!4m7!3m6!1s0x6b12ae3f090cc7df:0xa9ff58b1bfe0143a!8m2!3d-33.8699589!4d151.207383!16s%2Fg%2F1tkkv07m!19sChIJ38cMCT-uEmsROhTgv7FY_6k?authuser=0&hl=en&rclk=1,-33.8699589,151.207383
Fish at The Rocks,4.6,"1,306",Moderately priced,Seafood restaurant,"
29 Kent St, Millers Point NSW 2000, Australia", | Closed · Opens 5:30 PM |  | Updated by phone call 8 weeks ago |  | See more hours |  | ,"
+61 2 9252 4614",http://www.fishattherocks.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Fish+at+The+Rocks/data=!4m7!3m6!1s0x6b12ae44914438cd:0x5ef57ee209bb69bc!8m2!3d-33.8586122!4d151.2034592!16s%2Fg%2F1tdq64wj!19sChIJzThEkUSuEmsRvGm7CeJ-9V4?authuser=0&hl=en&rclk=1,-33.8586122,151.2034592
Izgara,4.4,565,Moderately priced,Turkish restaurant,"
215 Clarence St, Sydney NSW 2000, Australia",Hours,"
+61 2 8033 7585",http://www.izgarasydney.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Izgara/data=!4m7!3m6!1s0x6b12af7c3cdb99e9:0x424796d52815aa4a!8m2!3d-33.8701665!4d151.2053387!16s%2Fg%2F11j34xwx9j!19sChIJ6ZnbPHyvEmsRSqoVKNWWR0I?authuser=0&hl=en&rclk=1,-33.8701665,151.2053387
Regiment specialty coffee,4.4,440,,Cafe,"
333 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9299 4001",https://www.regimentcbd.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$1–20 per person,https://www.google.com/maps/place/Regiment+specialty+coffee/data=!4m7!3m6!1s0x6b12ae408d04b82b:0xf4f16383ce1eeaa0!8m2!3d-33.866928!4d151.2067899!16s%2Fg%2F11dywsqpxx!19sChIJK7gEjUCuEmsRoOoezoNj8fQ?authuser=0&hl=en&rclk=1,-33.866928,151.2067899
Medusa Greek Taverna,4.5,"1,117",Moderately priced,Greek restaurant,"
2 Market St, Sydney NSW 2000, Australia",Hours,"
+61 2 9267 0799",http://www.medusagreektaverna.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Medusa+Greek+Taverna/data=!4m7!3m6!1s0x6b12ae3ed2635099:0xf5d2f4b294cd9096!8m2!3d-33.8707162!4d151.2045369!16s%2Fg%2F1wc31d8s!19sChIJmVBj0j6uEmsRlpDNlLL00vU?authuser=0&hl=en&rclk=1,-33.8707162,151.2045369
Pinky Ji,4.2,838,,Restaurant,"
next to Barbershop, 89 York St, Sydney NSW 2000, Australia", | Closed · Opens 12 PM Mon |  | See more hours |  | ,"
+61 2 9188 8848",https://www.pinkyji.com.au/,"·

Dine-in, ·

Takeout",,https://www.google.com/maps/place/Pinky+Ji/data=!4m7!3m6!1s0x6b12af9db049b1af:0xb107b4811358033!8m2!3d-33.8696481!4d151.2059185!16s%2Fg%2F11sbh1d1bb!19sChIJr7FJsJ2vEmsRM4A1EUh7EAs?authuser=0&hl=en&rclk=1,-33.8696481,151.2059185
Vic On George,3.9,92,,Breakfast restaurant,"
Level 3, Myer, 450 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9238 9560",,"·

Dine-in, ·

Takeout",A$20–40 per person,https://www.google.com/maps/place/Vic+On+George/data=!4m7!3m6!1s0x6b12ae3ef46f76af:0xdb345006081ca390!8m2!3d-33.8704808!4d151.2074778!16s%2Fg%2F11b6zq43f3!19sChIJr3Zv9D6uEmsRkKMcCAZQNNs?authuser=0&hl=en&rclk=1,-33.8704808,151.2074778
Albion Place Hotel,4.0,"1,096",,Pub,"
531 George St, Sydney NSW 2000, Australia", | Open · Closes 4 AM |  | See more hours |  | ,"
+61 2 9993 0760",https://albionplacehotel.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Albion+Place+Hotel/data=!4m7!3m6!1s0x6b12ae3cf620d05f:0xd5b6c13ddfcac95d!8m2!3d-33.8756466!4d151.2061689!16zL20vMGc5Ymw1!19sChIJX9Ag9jyuEmsRXcnK3z3BttU?authuser=0&hl=en&rclk=1,-33.8756466,151.2061689
Ipoh town On York,4.1,"1,120",,Malaysian restaurant,"
83 York St, Sydney NSW 2000, Australia",Hours,"
+61 2 9299 0001",http://www.ipohtown.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$1–20 per person,https://www.google.com/maps/place/Ipoh+town+On+York/data=!4m7!3m6!1s0x6b12ae3f1628be9b:0x1cbce0c9b7a0ebd6!8m2!3d-33.8694444!4d151.2058333!16s%2Fg%2F11_qvkr82!19sChIJm74oFj-uEmsR1uugt8ngvBw?authuser=0&hl=en&rclk=1,-33.8694444,151.2058333
Georges Mediterranean,3.9,"1,211",Moderately priced,Greek restaurant,"
King Street Wharf, 3 The Promenade, Sydney NSW 2000, Australia", | Open · Closes 9:30 PM |  | See more hours |  | ,"
+61 2 9295 5066",http://www.georgesrestaurant.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Georges+Mediterranean/data=!4m7!3m6!1s0x6b12ae477e5e1c59:0xdf2edef06fcdab98!8m2!3d-33.866664!4d151.2014112!16s%2Fg%2F1tdkb6w0!19sChIJWRxefkeuEmsRmKvNb_DeLt8?authuser=0&hl=en&rclk=1,-33.866664,151.2014112
Five Guys,4.2,"1,761",,Hamburger restaurant,"
383 George St, Sydney NSW 2000, Australia", | Open · Closes 10 PM |  | Confirmed by this business 7 weeks ago |  | See more hours |  | ,"
+61 2 9166 5088",https://restaurants.fiveguys.com.au/383-george-street?y_source=1_NDA4Nzg3MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Five+Guys/data=!4m7!3m6!1s0x6b12afa50b61e0cf:0x4e3e8b65d1e9d365!8m2!3d-33.869319!4d151.2066761!16s%2Fg%2F11t30_l6ch!19sChIJz-BhC6WvEmsRZdPp0WWLPk4?authuser=0&hl=en&rclk=1,-33.869319,151.2066761
Kingsleys Australian Steakhouse,4.3,"1,391",,Steak house,"
29a King St, Sydney NSW 2000, Australia",Hours,"
+61 2 9295 5080",http://www.kingsleysauststeak.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/Kingsleys+Australian+Steakhouse/data=!4m7!3m6!1s0x6b12ae38ca29acf3:0x20b2f679ed87eae0!8m2!3d-33.868878!4d151.2040481!16s%2Fg%2F1td3rnb1!19sChIJ86wpyjiuEmsR4OqH7Xn2siA?authuser=0&hl=en&rclk=1,-33.868878,151.2040481
Cellinis,4.1,536,,Restaurant,"
Queen Victoria Building, 46/48 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9264 4671",http://www.cellinis.net.au/,"·

Dine-in, ·

Takeout",A$20–40 per person,https://www.google.com/maps/place/Cellinis/data=!4m7!3m6!1s0x6b12ae3e8e9a81a9:0xc33eb1fd7a2a258b!8m2!3d-33.872344!4d151.206859!16s%2Fg%2F1tmpw3sl!19sChIJqYGajj6uEmsRiyUqev2xPsM?authuser=0&hl=en&rclk=1,-33.872344,151.206859
Meriton Retail Precinct George Street,4.5,51,Moderately priced,Diner,"
537/551 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9287 2888",http://www.meriton.com.au/apartments/georgestreet-retail-precinct/,"·

Dine-in, ·

Takeout",A$20–40 per person,https://www.google.com/maps/place/Meriton+Retail+Precinct+George+Street/data=!4m7!3m6!1s0x6b12ae3cf620edc3:0xd4b85e597274258a!8m2!3d-33.87584!4d151.205866!16s%2Fg%2F1pty23b1c!19sChIJw-0g9jyuEmsRiiV0clleuNQ?authuser=0&hl=en&rclk=1,-33.87584,151.205866
3 Wise Monkeys Pub,3.9,"3,143",,Pub,"
555 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9283 5855",http://www.3wisemonkeys.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/3+Wise+Monkeys+Pub/data=!4m7!3m6!1s0x6b12ae3cf27201d1:0x86e9c7979bb55c7d!8m2!3d-33.876205!4d151.205993!16s%2Fg%2F1tftr788!19sChIJ0QFy8jyuEmsRfVy1m5fH6YY?authuser=0&hl=en&rclk=1,-33.876205,151.205993
